ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5741943,HN549294,8/25/07 9:22,074XX N ROGERS AVE,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,2422,24,49,1,08A,,,2007,8/17/15 15:03,,,
25953,JE240540,5/24/21 15:06,020XX N LARAMIE AVE,110,HOMICIDE,FIRST DEGREE MURDER,STREET,TRUE,FALSE,2515,25,36,19,01A,1141387,1913179,2021,11/18/23 15:39,41.91783806,-87.75596897,"(41.917838056, -87.755968972)"
26038,JE279849,6/26/21 9:24,062XX N MC CORMICK RD,110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,TRUE,FALSE,1711,17,50,13,01A,1152781,1941458,2021,11/18/23 15:39,41.99521944,-87.71335491,"(41.995219444, -87.713354912)"
13279676,JG507211,11/9/23 7:30,019XX W BYRON ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1922,19,47,5,5,1162518,1925906,2023,11/18/23 15:39,41.95234509,-87.67797506,"(41.952345086, -87.677975059)"
13274752,JG501049,11/12/23 7:59,086XX S COTTAGE GROVE AVE,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SMALL RETAIL STORE,TRUE,FALSE,632,6,6,44,08B,1183071,1847869,2023,12/9/23 15:41,41.73775077,-87.60485591,"(41.737750767, -87.604855911)"
1930689,HH109118,1/5/02 21:24,007XX E 103 ST,820,THEFT,$500 AND UNDER,GAS STATION,TRUE,FALSE,512,5,,,6,,,2002,2/4/16 6:33,,,
13203321,JG415333,9/6/23 17:00,002XX N Wells st,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,122,1,42,32,14,1174694,1901831,2023,11/4/23 15:40,41.88601806,-87.63393788,"(41.886018055, -87.633937881)"
13210088,JG423627,8/31/23 12:00,023XX W JACKSON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,STREET,FALSE,FALSE,1225,12,27,28,11,1160870,1898642,2023,9/16/23 15:41,41.87756511,-87.68479102,"(41.877565108, -87.68479102)"
13210004,JG422532,7/24/23 21:45,073XX S JEFFERY BLVD,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,FALSE,FALSE,333,3,7,43,2,1190812,1856743,2023,9/16/23 15:41,41.7619185,-87.57620925,"(41.7619185, -87.576209245)"
13210062,JG423596,8/27/23 7:00,034XX N LAWNDALE AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1732,17,30,21,6,1151117,1922554,2023,9/16/23 15:41,41.94337853,-87.7199738,"(41.943378528, -87.7199738)"
13210107,JG411849,9/4/23 21:30,053XX S HOMAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,FALSE,FALSE,822,8,14,63,14,1154617,1869046,2023,9/16/23 15:41,41.79647741,-87.70854092,"(41.796477414, -87.708540915)"
13210060,JG423567,8/15/23 14:20,077XX S SPAULDING AVE,810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,835,8,18,70,6,1155724,1853097,2023,9/16/23 15:41,41.7526888,-87.70490879,"(41.752688801, -87.704908791)"
13210120,JG423499,7/24/23 16:09,002XX W 75TH ST,1120,DECEPTIVE PRACTICE,FORGERY,CURRENCY EXCHANGE,FALSE,FALSE,731,7,6,69,10,1175716,1855233,2023,9/16/23 15:41,41.75812617,-87.63158251,"(41.758126171, -87.631582508)"
13210071,JG421086,9/3/23 10:27,089XX S LOOMIS ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,2222,22,21,73,6,1168564,1845472,2023,9/16/23 15:41,41.73149773,-87.65807457,"(41.731497731, -87.658074565)"
13210035,JG422370,8/17/23 7:00,019XX W 71ST ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,735,7,17,67,6,1164749,1857588,2023,9/16/23 15:41,41.76482708,-87.67170912,"(41.764827083, -87.671709119)"
13210008,JG422517,8/24/23 14:27,031XX S WALLACE ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,FALSE,FALSE,915,9,11,60,11,1172803,1884190,2023,9/16/23 15:41,41.83765193,-87.64140409,"(41.837651929, -87.641404086)"
13210072,JG422242,8/11/23 11:00,0000X S ALBANY AVE,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,FALSE,TRUE,1124,11,28,27,26,1155914,1899709,2023,9/16/23 15:41,41.88059439,-87.70295942,"(41.880594385, -87.702959421)"
13278080,JG500620,11/11/23 0:00,038XX W MADISON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1122,11,28,26,7,1150898,1899740,2023,11/18/23 15:40,41.88077908,-87.72137703,"(41.880779076, -87.721377025)"
13272487,JG498648,11/10/23 5:30,019XX N AUSTIN AVE,810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,2513,25,29,25,6,1136098,1912178,2023,11/18/23 15:40,41.91518726,-87.77542523,"(41.915187259, -87.775425225)"
13279067,JG506481,11/3/23 12:00,006XX W GRACE ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,FALSE,FALSE,1925,19,46,6,11,1171140,1925861,2023,11/18/23 15:39,41.95203631,-87.64628188,"(41.952036311, -87.646281883)"
13276884,JG503649,11/10/23 17:30,043XX W AUGUSTA BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1111,11,37,23,7,1147361,1906313,2023,11/18/23 15:40,41.89888459,-87.7341962,"(41.898884591, -87.734196199)"
13273309,JG499633,11/10/23 20:28,107XX S AVENUE H,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,432,4,10,52,7,1202847,1834277,2023,11/18/23 15:40,41.69997111,-87.53286642,"(41.699971107, -87.532866422)"
13272745,JG498891,11/10/23 12:15,009XX N FRANCISCO AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,FALSE,FALSE,1211,12,26,24,3,1156878,1906242,2023,11/18/23 15:40,41.89850206,-87.69924242,"(41.89850206, -87.69924242)"
13272632,JG498834,11/10/23 11:00,010XX W 103RD PL,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,2232,22,21,73,08A,1171286,1836186,2023,11/18/23 15:40,41.70595655,-87.64837349,"(41.705956552, -87.648373487)"
11662417,JC232642,4/21/19 12:30,009XX E 80TH ST,031A,ROBBERY,ARMED - HANDGUN,RESIDENCE,FALSE,FALSE,631,6,8,44,3,1184044,1852159,2019,9/14/23 15:41,41.74950033,-87.6011574,"(41.749500329, -87.6011574)"
12218064,JD426642,10/30/20 16:30,011XX E 82ND ST,266,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,TRUE,TRUE,411,4,8,45,2,1185144,1850850,2020,9/14/23 15:41,41.74588254,-87.59716764,"(41.745882542, -87.597167639)"
12342615,JE202211,4/17/21 15:20,081XX S PRAIRIE AVE,325,ROBBERY,VEHICULAR HIJACKING,RESIDENCE,TRUE,FALSE,631,6,6,44,3,1179448,1851073,2021,9/14/23 15:41,41.74662631,-87.61803195,"(41.746626309, -87.618031954)"
12416972,JE293535,10/1/20 0:01,031XX W 53RD PL,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,FALSE,TRUE,923,9,14,63,2,,,2020,9/14/23 15:41,,,
12416974,JE293464,8/10/11 0:01,031XX W 53RD PL,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,FALSE,TRUE,923,9,14,63,2,,,2011,9/14/23 15:41,,,
12536164,JE439378,9/24/15 0:00,031XX W 53RD PL,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,FALSE,TRUE,923,9,14,63,2,,,2015,9/14/23 15:41,,,
12536166,JE439332,9/7/14 0:00,031XX W 53RD PL,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,FALSE,TRUE,923,9,14,63,2,,,2014,9/14/23 15:41,,,
12589893,JF109865,1/11/22 15:00,087XX S KINGSTON AVE,1565,SEX OFFENSE,INDECENT SOLICITATION OF A CHILD,RESIDENCE,FALSE,TRUE,423,4,7,46,17,1194660,1847481,2022,9/14/23 15:41,41.73640903,-87.56241031,"(41.736409029, -87.562410309)"
12592454,JF113025,1/14/22 15:55,067XX S MORGAN ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,TRUE,724,7,16,68,26,1170805,1860170,2022,9/14/23 15:41,41.77178244,-87.64943693,"(41.771782439, -87.649436929)"
12601676,JF124024,1/13/22 16:00,031XX W AUGUSTA BLVD,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,FALSE,TRUE,1211,12,36,23,17,1155171,1906486,2022,9/14/23 15:41,41.89920607,-87.70550559,"(41.899206068, -87.705505587)"
12785595,JF346553,8/5/22 21:00,072XX S UNIVERSITY AVE,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,APARTMENT,TRUE,FALSE,324,3,5,69,17,1185135,1857211,2022,9/14/23 15:41,41.76333797,-87.59700113,"(41.763337967, -87.597001131)"
12808281,JF373517,8/14/22 14:00,055XX W ARDMORE AVE,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,1621,16,39,11,17,1138383,1937953,2022,9/14/23 15:41,41.98587528,-87.76640386,"(41.985875279, -87.766403857)"
12888104,JF469015,11/10/22 3:47,072XX S MAY ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,FALSE,FALSE,733,7,17,68,15,1169903,1856822,2022,9/14/23 15:41,41.76261474,-87.65284046,"(41.76261474, -87.652840463)"
12978205,JG146937,8/1/22 22:00,028XX S KEELER AVE,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,APARTMENT,FALSE,TRUE,1031,10,22,30,17,,,2022,9/14/23 15:41,,,
12990873,JG161829,8/17/19 13:14,008XX N KARLOV AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,TRUE,TRUE,1111,11,37,23,17,1148899,1905351,2019,9/14/23 15:41,41.89621515,-87.72857205,"(41.89621515, -87.728572048)"
13041906,JG203447,10/15/22 1:30,051XX W WRIGHTWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2521,25,31,19,08B,,,2022,9/14/23 15:41,,,
13045102,JG226663,3/30/23 9:16,080XX S DREXEL AVE,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,APARTMENT,FALSE,TRUE,631,6,8,44,17,1183631,1851847,2023,9/14/23 15:41,41.7486538,-87.60268049,"(41.748653803, -87.602680492)"
13074891,JG262771,5/10/23 12:43,028XX N MANGO AVE,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,FALSE,TRUE,2514,25,30,19,2,1137557,1918320,2023,9/14/23 15:41,41.93201543,-87.76991667,"(41.932015426, -87.769916668)"
13099339,JG291745,4/1/23 11:13,020XX N LAPORTE AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,FALSE,TRUE,2522,25,26,19,17,1143059,1913090,2023,9/14/23 15:41,41.91756278,-87.74982812,"(41.917562778, -87.749828117)"
13121127,JG313964,6/22/23 18:52,015XX W NORTH AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,AUTO / BOAT / RV DEALERSHIP,TRUE,FALSE,1433,14,1,24,11,1165854,1910738,2023,9/14/23 15:41,41.91065261,-87.66614577,"(41.91065261, -87.66614577)"
13124701,JG321999,6/30/23 4:00,007XX E 111TH ST,583,STALKING,CYBERSTALKING,POLICE FACILITY / VEHICLE PARKING LOT,TRUE,FALSE,531,5,9,50,08A,1183356,1831503,2023,9/14/23 15:41,41.69283384,-87.60431945,"(41.692833841, -87.60431945)"
13129199,JG327622,7/4/23 17:30,047XX S CALUMET AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,224,2,3,38,7,1179230,1873766,2023,9/14/23 15:41,41.80890316,-87.61813919,"(41.80890316, -87.618139193)"
13158716,JG362691,11/9/18 0:00,017XX N NASHVILLE AVE,265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,RESIDENCE,FALSE,FALSE,2513,25,29,25,2,1132147,1910836,2018,9/14/23 15:41,41.91157425,-87.78997228,"(41.911574252, -87.789972279)"
13176001,JG382803,2/1/23 14:00,058XX S MICHIGAN AVE,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,APARTMENT,TRUE,TRUE,232,2,20,40,17,1178158,1866236,2023,9/14/23 15:41,41.78826455,-87.62229949,"(41.788264552, -87.62229949)"
13179181,JG386523,8/17/23 15:15,020XX N MILWAUKEE AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1431,14,1,22,6,1159682,1913243,2023,9/14/23 15:41,41.91765602,-87.68875026,"(41.917656022, -87.688750258)"
13179344,JG386917,8/17/23 19:25,030XX N ELBRIDGE AVE,860,THEFT,RETAIL THEFT,STREET,TRUE,FALSE,1412,14,35,21,6,1152158,1919830,2023,9/14/23 15:41,41.93588316,-87.71621965,"(41.935883156, -87.716219645)"
13181797,JG389859,8/20/23 4:30,020XX N LEAMINGTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,TRUE,2522,25,36,19,14,1141753,1913164,2023,9/14/23 15:41,41.91779013,-87.75462463,"(41.917790125, -87.754624625)"
13181885,JG389920,8/20/23 6:00,020XX N LECLAIRE AVE,820,THEFT,$500 AND UNDER,STREET,TRUE,TRUE,2522,25,26,19,6,1142089,1913063,2023,9/14/23 15:41,41.91750674,-87.75339264,"(41.917506742, -87.753392641)"
13183042,JG391309,8/21/23 7:28,016XX N WASHTENAW AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT / GROUNDS,TRUE,FALSE,1421,14,26,24,26,1158119,1910792,2023,9/14/23 15:41,41.91096238,-87.69455985,"(41.910962378, -87.694559852)"
13183567,JG392073,8/21/23 14:37,022XX N LEAMINGTON AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,STREET,TRUE,FALSE,2522,25,26,19,11,1141688,1914409,2023,9/14/23 15:41,41.92120774,-87.75483259,"(41.921207741, -87.754832585)"
13184491,JG393031,8/22/23 11:44,026XX N ELSTON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1432,14,32,22,6,1160867,1917657,2023,9/14/23 15:41,41.92974382,-87.68427378,"(41.929743818, -87.684273777)"
13187048,JG395977,8/24/23 16:07,016XX W DIVISION ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1424,14,1,24,6,1164808,1908052,2023,9/14/23 15:41,41.9033043,-87.67006468,"(41.903304304, -87.670064675)"
13188119,JG397237,5/15/15 0:00,041XX W 24TH PL,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,TRUE,TRUE,1013,10,22,30,2,,,2015,9/14/23 15:41,,,
13188630,JG398002,8/26/23 2:15,047XX W FULLERTON AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,TRUE,FALSE,2522,25,31,19,26,1144183,1915534,2023,9/14/23 15:41,41.9242483,-87.74563692,"(41.924248302, -87.745636923)"
13189104,JG398575,8/26/23 13:43,050XX N PULASKI RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1712,17,39,14,6,1148820,1933099,2023,9/14/23 15:41,41.97235959,-87.72814279,"(41.972359593, -87.728142793)"
13189895,JG399264,8/27/23 1:16,048XX N KIMBALL AVE,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,TRUE,FALSE,1712,17,33,14,08B,1152841,1931987,2023,9/14/23 15:41,41.9692293,-87.71338636,"(41.969229299, -87.713386363)"
13190165,JG399731,8/27/23 11:58,025XX N ELSTON AVE,860,THEFT,RETAIL THEFT,APPLIANCE STORE,TRUE,FALSE,1432,14,32,22,6,1161467,1917112,2023,9/14/23 15:41,41.92823582,-87.68208415,"(41.928235818, -87.682084152)"
13190179,JG399829,8/27/23 13:16,032XX W NORTH AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,1422,14,26,23,6,1154551,1910454,2023,9/14/23 15:41,41.91010705,-87.70767654,"(41.910107045, -87.707676543)"
13190936,JG400683,8/27/23 22:00,072XX S AVERS AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,833,8,23,65,7,1151953,1856354,2023,9/14/23 15:41,41.76170131,-87.71864284,"(41.761701305, -87.718642841)"
13190943,JG400635,8/28/23 6:23,027XX N NARRAGANSETT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),TRUE,FALSE,2512,25,36,19,14,1133273,1917606,2023,9/14/23 15:41,41.9301323,-87.7856768,"(41.9301323, -87.785676799)"
13192516,JG402535,8/29/23 13:59,014XX N LOCKWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,TRUE,2532,25,37,25,14,1140764,1909050,2023,9/14/23 15:41,41.9065191,-87.75835963,"(41.906519104, -87.758359629)"
13193728,JG404030,8/30/23 15:28,026XX N ELSTON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1432,14,32,22,6,1160867,1917657,2023,9/14/23 15:41,41.92974382,-87.68427378,"(41.929743818, -87.684273777)"
13194223,JG404599,8/30/23 10:34,026XX N HARDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,TRUE,2524,25,35,22,14,1149604,1917256,2023,9/14/23 15:41,41.92886994,-87.72567292,"(41.928869943, -87.725672915)"
13195102,JG405850,8/31/23 17:12,025XX N NARRAGANSETT AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,2512,25,36,19,6,1133317,1916205,2023,9/14/23 15:41,41.92628702,-87.785548,"(41.926287021, -87.785547998)"
13196606,JG407589,9/2/23 0:35,021XX W DIVISION ST,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,TRUE,FALSE,1424,14,1,24,08B,1161836,1907964,2023,9/14/23 15:41,41.90312536,-87.6809839,"(41.903125362, -87.680983903)"
13196922,JG407863,9/2/23 1:00,080XX S UNION AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,621,6,6,71,08B,1173030,1851606,2023,9/14/23 15:41,41.74823293,-87.64153328,"(41.748232929, -87.641533277)"
13197242,JG408409,9/2/23 16:28,016XX N NEWCASTLE AVE,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,RESIDENCE,TRUE,FALSE,2513,25,29,25,7,1130508,1910138,2023,9/14/23 15:41,41.90968718,-87.79600963,"(41.909687183, -87.796009633)"
13197663,JG408814,9/2/23 23:00,100XX S AVENUE M,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,TRUE,TRUE,432,4,10,52,04B,1201485,1838962,2023,9/14/23 15:41,41.71286177,-87.53769489,"(41.71286177, -87.537694886)"
13197901,JG409181,9/1/23 19:50,049XX W CONCORD PL,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,2533,25,37,25,26,1143047,1910513,2023,9/14/23 15:41,41.91049144,-87.74993661,"(41.910491438, -87.749936608)"
13197965,JG409253,9/3/23 3:00,071XX S SPAULDING AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,831,8,17,66,7,1155606,1857008,2023,9/14/23 15:41,41.76342357,-87.70523658,"(41.763423571, -87.705236576)"
13198575,JG409922,9/3/23 21:50,054XX N MILWAUKEE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,TRUE,FALSE,1622,16,45,11,26,1136601,1936320,2023,9/14/23 15:41,41.98142637,-87.77299737,"(41.98142637, -87.772997369)"
13199574,JG411101,9/4/23 19:15,053XX S HOMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,822,8,14,63,08B,1154617,1869058,2023,9/14/23 15:41,41.79651034,-87.7085406,"(41.796510344, -87.708540596)"
13199642,JG411210,9/4/23 21:47,035XX N CICERO AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,TRUE,FALSE,1634,16,31,15,26,1143746,1923306,2023,9/14/23 15:41,41.94558362,-87.74704737,"(41.945583621, -87.747047365)"
13199696,JG411222,9/4/23 22:10,044XX N AUSTIN AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,TRUE,FALSE,1622,16,38,15,26,1135547,1928943,2023,9/14/23 15:41,41.96120206,-87.77704989,"(41.961202055, -87.777049892)"
13200550,JG412373,5/24/23 12:00,059XX N MELVINA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - GARAGE,FALSE,TRUE,1622,16,45,10,7,1133926,1939049,2023,9/14/23 15:41,41.98896259,-87.78277087,"(41.988962585, -87.782770866)"
13200685,JG412660,9/5/23 19:18,019XX N CENTRAL AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,TRUE,FALSE,2515,25,29,25,26,1138744,1912269,2023,9/14/23 15:41,41.91538933,-87.76570174,"(41.915389329, -87.765701742)"
13200930,JG412695,9/5/23 19:22,021XX N AUSTIN AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,TRUE,TRUE,2515,25,36,19,04A,1136050,1913726,2023,9/14/23 15:41,41.91943601,-87.77556459,"(41.91943601, -87.775564587)"
13201040,JG412889,9/5/23 23:30,012XX N LAVERGNE AVE,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,TRUE,FALSE,2533,25,37,25,26,1142810,1907622,2023,9/14/23 15:41,41.90256263,-87.75087938,"(41.902562633, -87.750879383)"
13201167,JG412911,9/5/23 22:54,019XX W NORTH AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,TRUE,FALSE,1424,14,1,24,26,1163086,1910663,2023,9/14/23 15:41,41.91050544,-87.67631647,"(41.910505437, -87.676316472)"
13200739,JG412187,9/5/23 14:51,033XX W DOUGLAS BLVD,041A,BATTERY,AGGRAVATED - HANDGUN,APARTMENT,FALSE,TRUE,1021,10,24,29,04B,1154115,1893253,2023,5/24/24 15:40,41.8629145,-87.70973744,"(41.862914501, -87.709737438)"
26262,JE366265,9/8/21 16:45,047XX W HARRISON ST,110,HOMICIDE,FIRST DEGREE MURDER,CAR WASH,TRUE,FALSE,1131,11,24,25,01A,1144907,1896933,2021,9/14/23 15:41,41.87319145,-87.74344656,"(41.873191445, -87.743446563)"
7823660,HS634379,11/19/10 9:00,076XX S ABERDEEN ST,320,ROBBERY,STRONG ARM - NO WEAPON,RESIDENCE,TRUE,FALSE,612,6,17,71,3,1170306,1854179,2010,9/14/23 15:41,41.75535325,-87.65144019,"(41.755353249, -87.651440192)"
13208615,JG421831,3/20/23 21:00,046XX N KEDZIE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1713,17,33,14,7,1154207,1930786,2023,9/14/23 15:41,41.96590645,-87.70839577,"(41.965906449, -87.708395773)"
13208678,JG412891,9/1/23 1:30,047XX S KEATING AVE,1513,PROSTITUTION,SOLICITING FOR BUSINESS,STREET,FALSE,FALSE,815,8,22,56,16,1145488,1872869,2023,9/14/23 15:41,41.80714552,-87.74192176,"(41.807145524, -87.741921764)"
13208664,JG406270,9/1/23 3:41,047XX W 49TH ST,1513,PROSTITUTION,SOLICITING FOR BUSINESS,STREET,FALSE,FALSE,815,8,14,56,16,1145641,1871722,2023,9/14/23 15:41,41.80399509,-87.74138957,"(41.803995088, -87.741389571)"
13208665,JG406843,9/1/23 13:09,132XX S ST LAWRENCE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,533,5,10,54,08B,1182588,1817649,2023,9/14/23 15:41,41.65483427,-87.60755843,"(41.654834273, -87.607558429)"
13208668,JG406226,9/1/23 2:10,047XX W 47TH ST,1513,PROSTITUTION,SOLICITING FOR BUSINESS,STREET,FALSE,FALSE,815,8,22,56,16,1145695,1873053,2023,9/14/23 15:41,41.80764654,-87.74115789,"(41.807646537, -87.741157889)"
13208672,JG421467,7/30/23 9:00,078XX S SOUTH SHORE DR,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,FALSE,FALSE,421,4,7,46,11,1198248,1853536,2023,9/14/23 15:41,41.75293545,-87.5490632,"(41.752935445, -87.5490632)"
13273606,JG499982,11/10/23 22:30,061XX N CENTRAL PARK AVE,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,FALSE,FALSE,1711,17,50,13,7,1151271,1940560,2023,11/18/23 15:40,41.99278515,-87.71893317,"(41.992785149, -87.71893317)"
13273283,JG499555,11/10/23 3:40,003XX W 64TH ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,722,7,20,68,11,1175044,1862506,2023,11/18/23 15:40,41.77809913,-87.63382853,"(41.778099133, -87.633828531)"
13279516,JG506065,10/18/23 15:04,066XX S GREENWOOD AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,321,3,20,42,6,1184363,1861141,2023,11/18/23 15:39,41.77414036,-87.59970777,"(41.774140355, -87.599707766)"
13273264,JG499488,11/10/23 19:54,009XX W ARGYLE ST,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,FALSE,FALSE,2024,20,48,3,04B,1169215,1933609,2023,11/18/23 15:40,41.9733392,-87.65313205,"(41.973339203, -87.653132052)"
13276735,JG503576,11/10/23 14:30,034XX W 47TH ST,810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,821,8,14,58,6,1154433,1873263,2023,11/18/23 15:40,41.80805312,-87.70910336,"(41.80805312, -87.709103358)"
13273042,JG499379,11/10/23 18:30,035XX W 78TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,835,8,18,70,08B,1154096,1852651,2023,11/18/23 15:40,41.75149738,-87.71088663,"(41.751497379, -87.710886632)"
13273800,JG499340,11/10/23 18:00,012XX S WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,1233,12,28,28,14,1160565,1894479,2023,11/18/23 15:40,41.86614776,-87.68602617,"(41.866147762, -87.68602617)"
